index,id_of_item,Domain_Code,Domain,Area_Code,Area,Element_Code,Element,Item_Code,Crop_Name,Year_Code,Year,Unit,Production_Value,Flag,Flag_Description,Annual_Temp,Temp_Jan_Feb,Temp_Mar_May,Temp_Jun_Sep,Temp_Oct_Dec,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Annual_Rainfall,Rain_Jan_Feb,Rain_Mar_May,Rain_Jun_Sep,Rain_Oct_Dec
8008,4115,QCL,Crops and livestock products,100,India,5419,Yield,242,"Groundnuts, with shell",2015,2015,hg/ha,14765,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8009,4173,QCL,Crops and livestock products,100,India,5510,Production,242,"Groundnuts, with shell",2015,2015,tonnes,6733000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8010,4231,QCL,Crops and livestock products,100,India,5312,Area harvested,201,Lentils,2015,2015,ha,1469000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8011,4289,QCL,Crops and livestock products,100,India,5419,Yield,201,Lentils,2015,2015,hg/ha,7046,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8012,4347,QCL,Crops and livestock products,100,India,5510,Production,201,Lentils,2015,2015,tonnes,1035000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8013,4405,QCL,Crops and livestock products,100,India,5312,Area harvested,372,Lettuce and chicory,2015,2015,ha,181630,Im,FAO data based on imputation methodology,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8014,4463,QCL,Crops and livestock products,100,India,5419,Yield,372,Lettuce and chicory,2015,2015,hg/ha,63452,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8015,4521,QCL,Crops and livestock products,100,India,5510,Production,372,Lettuce and chicory,2015,2015,tonnes,1152480,Im,FAO data based on imputation methodology,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8016,4579,QCL,Crops and livestock products,100,India,5312,Area harvested,56,Maize,2015,2015,ha,8690000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8017,4637,QCL,Crops and livestock products,100,India,5419,Yield,56,Maize,2015,2015,hg/ha,25972,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8018,4695,QCL,Crops and livestock products,100,India,5510,Production,56,Maize,2015,2015,tonnes,22570000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8019,4753,QCL,Crops and livestock products,100,India,5312,Area harvested,571,"Mangoes, mangosteens, guavas",2015,2015,ha,2163000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8020,4811,QCL,Crops and livestock products,100,India,5419,Yield,571,"Mangoes, mangosteens, guavas",2015,2015,hg/ha,85654,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8021,4869,QCL,Crops and livestock products,100,India,5510,Production,571,"Mangoes, mangosteens, guavas",2015,2015,tonnes,18527000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8022,4927,QCL,Crops and livestock products,100,India,5312,Area harvested,568,"Melons, other (inc.cantaloupes)",2015,2015,ha,42000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8023,4985,QCL,Crops and livestock products,100,India,5419,Yield,568,"Melons, other (inc.cantaloupes)",2015,2015,hg/ha,205476,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8024,5043,QCL,Crops and livestock products,100,India,5510,Production,568,"Melons, other (inc.cantaloupes)",2015,2015,tonnes,863000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8025,5101,QCL,Crops and livestock products,100,India,5312,Area harvested,430,Okra,2015,2015,ha,504000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8026,5159,QCL,Crops and livestock products,100,India,5419,Yield,430,Okra,2015,2015,hg/ha,113274,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8027,5217,QCL,Crops and livestock products,100,India,5510,Production,430,Okra,2015,2015,tonnes,5709000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8028,5275,QCL,Crops and livestock products,100,India,5312,Area harvested,702,"Nutmeg, mace and cardamoms",2015,2015,ha,92000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8029,5333,QCL,Crops and livestock products,100,India,5419,Yield,702,"Nutmeg, mace and cardamoms",2015,2015,hg/ha,2391,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8030,5391,QCL,Crops and livestock products,100,India,5510,Production,702,"Nutmeg, mace and cardamoms",2015,2015,tonnes,22000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8031,5449,QCL,Crops and livestock products,100,India,5312,Area harvested,403,"Onions, dry",2015,2015,ha,1173000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8032,5507,QCL,Crops and livestock products,100,India,5419,Yield,403,"Onions, dry",2015,2015,hg/ha,161355,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8033,5565,QCL,Crops and livestock products,100,India,5510,Production,403,"Onions, dry",2015,2015,tonnes,18927000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8034,5623,QCL,Crops and livestock products,100,India,5312,Area harvested,600,Papayas,2015,2015,ha,115000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8035,5681,QCL,Crops and livestock products,100,India,5419,Yield,600,Papayas,2015,2015,hg/ha,427217,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8036,5739,QCL,Crops and livestock products,100,India,5510,Production,600,Papayas,2015,2015,tonnes,4913000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8037,5797,QCL,Crops and livestock products,100,India,5312,Area harvested,490,Oranges,2015,2015,ha,686000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8038,5855,QCL,Crops and livestock products,100,India,5419,Yield,490,Oranges,2015,2015,hg/ha,112391,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8039,5913,QCL,Crops and livestock products,100,India,5510,Production,490,Oranges,2015,2015,tonnes,7710000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8040,5971,QCL,Crops and livestock products,100,India,5312,Area harvested,534,Peaches and nectarines,2015,2015,ha,37702,Im,FAO data based on imputation methodology,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8041,6029,QCL,Crops and livestock products,100,India,5419,Yield,534,Peaches and nectarines,2015,2015,hg/ha,70107,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8042,6087,QCL,Crops and livestock products,100,India,5510,Production,534,Peaches and nectarines,2015,2015,tonnes,264318,Im,FAO data based on imputation methodology,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8043,6145,QCL,Crops and livestock products,100,India,5312,Area harvested,417,"Peas, green",2015,2015,ha,476000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8044,6203,QCL,Crops and livestock products,100,India,5419,Yield,417,"Peas, green",2015,2015,hg/ha,97731,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8045,6261,QCL,Crops and livestock products,100,India,5510,Production,417,"Peas, green",2015,2015,tonnes,4652000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8046,6319,QCL,Crops and livestock products,100,India,5312,Area harvested,521,Pears,2015,2015,ha,42000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8047,6377,QCL,Crops and livestock products,100,India,5419,Yield,521,Pears,2015,2015,hg/ha,72143,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8048,6435,QCL,Crops and livestock products,100,India,5510,Production,521,Pears,2015,2015,tonnes,303000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8049,6493,QCL,Crops and livestock products,100,India,5312,Area harvested,687,Pepper (piper spp.),2015,2015,ha,129000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8050,6551,QCL,Crops and livestock products,100,India,5419,Yield,687,Pepper (piper spp.),2015,2015,hg/ha,5039,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8051,6609,QCL,Crops and livestock products,100,India,5510,Production,687,Pepper (piper spp.),2015,2015,tonnes,65000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8052,6667,QCL,Crops and livestock products,100,India,5312,Area harvested,574,Pineapples,2015,2015,ha,116000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8053,6725,QCL,Crops and livestock products,100,India,5419,Yield,574,Pineapples,2015,2015,hg/ha,171034,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8054,6783,QCL,Crops and livestock products,100,India,5510,Production,574,Pineapples,2015,2015,tonnes,1984000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8055,6841,QCL,Crops and livestock products,100,India,5312,Area harvested,116,Potatoes,2015,2015,ha,2076000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8056,6899,QCL,Crops and livestock products,100,India,5419,Yield,116,Potatoes,2015,2015,hg/ha,231257,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8057,6957,QCL,Crops and livestock products,100,India,5510,Production,116,Potatoes,2015,2015,tonnes,48009000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8058,7015,QCL,Crops and livestock products,100,India,5312,Area harvested,394,"Pumpkins, squash and gourds",2015,2015,ha,546286,Im,FAO data based on imputation methodology,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8059,7073,QCL,Crops and livestock products,100,India,5419,Yield,394,"Pumpkins, squash and gourds",2015,2015,hg/ha,95990,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8060,7131,QCL,Crops and livestock products,100,India,5510,Production,394,"Pumpkins, squash and gourds",2015,2015,tonnes,5243810,Im,FAO data based on imputation methodology,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8061,7189,QCL,Crops and livestock products,100,India,5312,Area harvested,27,"Rice, paddy",2015,2015,ha,43390000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8062,7247,QCL,Crops and livestock products,100,India,5419,Yield,27,"Rice, paddy",2015,2015,hg/ha,36077,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8063,7305,QCL,Crops and livestock products,100,India,5510,Production,27,"Rice, paddy",2015,2015,tonnes,156540000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8064,7363,QCL,Crops and livestock products,100,India,5312,Area harvested,280,Safflower seed,2015,2015,ha,175000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8065,7421,QCL,Crops and livestock products,100,India,5419,Yield,280,Safflower seed,2015,2015,hg/ha,5143,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8066,7479,QCL,Crops and livestock products,100,India,5510,Production,280,Safflower seed,2015,2015,tonnes,90000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8067,7537,QCL,Crops and livestock products,100,India,5312,Area harvested,156,Sugar cane,2015,2015,ha,5070000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8068,7595,QCL,Crops and livestock products,100,India,5419,Yield,156,Sugar cane,2015,2015,hg/ha,714661,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8069,7653,QCL,Crops and livestock products,100,India,5510,Production,156,Sugar cane,2015,2015,tonnes,362333000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8070,7711,QCL,Crops and livestock products,100,India,5312,Area harvested,236,Soybeans,2015,2015,ha,11670000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8071,7769,QCL,Crops and livestock products,100,India,5419,Yield,236,Soybeans,2015,2015,hg/ha,7344,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8072,7827,QCL,Crops and livestock products,100,India,5510,Production,236,Soybeans,2015,2015,tonnes,8570000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8073,7885,QCL,Crops and livestock products,100,India,5312,Area harvested,289,Sesame seed,2015,2015,ha,1947000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8074,7943,QCL,Crops and livestock products,100,India,5419,Yield,289,Sesame seed,2015,2015,hg/ha,4366,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8075,8001,QCL,Crops and livestock products,100,India,5510,Production,289,Sesame seed,2015,2015,tonnes,850000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8076,8059,QCL,Crops and livestock products,100,India,5312,Area harvested,388,Tomatoes,2015,2015,ha,767000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8077,8117,QCL,Crops and livestock products,100,India,5419,Yield,388,Tomatoes,2015,2015,hg/ha,213625,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8078,8175,QCL,Crops and livestock products,100,India,5510,Production,388,Tomatoes,2015,2015,tonnes,16385000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8079,8233,QCL,Crops and livestock products,100,India,5312,Area harvested,567,Watermelons,2015,2015,ha,89000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8080,8291,QCL,Crops and livestock products,100,India,5419,Yield,567,Watermelons,2015,2015,hg/ha,241011,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8081,8349,QCL,Crops and livestock products,100,India,5510,Production,567,Watermelons,2015,2015,tonnes,2145000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8082,8407,QCL,Crops and livestock products,100,India,5312,Area harvested,15,Wheat,2015,2015,ha,31470000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8083,8465,QCL,Crops and livestock products,100,India,5419,Yield,15,Wheat,2015,2015,hg/ha,27496,Fc,Calculated data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8084,8523,QCL,Crops and livestock products,100,India,5510,Production,15,Wheat,2015,2015,tonnes,86530000,,Official data,24.91,20.12,26.29,27.73,22.99,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19,1189.2,43.5,145.7,878.5,121.6
8085,56,QCL,Crops and livestock products,100,India,5312,Area harvested,515,Apples,2016,2016,ha,277000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8086,114,QCL,Crops and livestock products,100,India,5419,Yield,515,Apples,2016,2016,hg/ha,91011,Fc,Calculated data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8087,172,QCL,Crops and livestock products,100,India,5510,Production,515,Apples,2016,2016,tonnes,2521000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8088,230,QCL,Crops and livestock products,100,India,5312,Area harvested,526,Apricots,2016,2016,ha,5076,Im,FAO data based on imputation methodology,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8089,288,QCL,Crops and livestock products,100,India,5419,Yield,526,Apricots,2016,2016,hg/ha,28207,Fc,Calculated data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8090,346,QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,2016,2016,tonnes,14318,Im,FAO data based on imputation methodology,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8091,404,QCL,Crops and livestock products,100,India,5312,Area harvested,226,Areca nuts,2016,2016,ha,474000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8092,462,QCL,Crops and livestock products,100,India,5419,Yield,226,Areca nuts,2016,2016,hg/ha,15063,Fc,Calculated data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8093,520,QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,2016,2016,tonnes,714000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8094,578,QCL,Crops and livestock products,100,India,5312,Area harvested,486,Bananas,2016,2016,ha,841000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8095,636,QCL,Crops and livestock products,100,India,5419,Yield,486,Bananas,2016,2016,hg/ha,346433,Fc,Calculated data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8096,694,QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,2016,2016,tonnes,29135000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8097,752,QCL,Crops and livestock products,100,India,5312,Area harvested,44,Barley,2016,2016,ha,590000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8098,810,QCL,Crops and livestock products,100,India,5419,Yield,44,Barley,2016,2016,hg/ha,24407,Fc,Calculated data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
8099,868,QCL,Crops and livestock products,100,India,5510,Production,44,Barley,2016,2016,tonnes,1440000,,Official data,25.15,22.25,28.86,28.44,24.2,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261,169.2,76,29.2,19.7,1198.8,43.7,143.5,886.6,125
